index,user_name,date,text
5016,658,2020-07-25,"@TomTugendhat 👍@UKLabour had a massive role in that due to Corbyn

@lucianaberger &amp; others show that. Keep fighting… https://t.co/ifE7qlhiXx"
5017,18410,2020-07-25,It looks like plastic visors are on their own no protection against #COVID19. They should be worn in conjunction wi… https://t.co/jkv1CDTjDB
5018,480,2020-07-25,JUST IN: Bureau of Corrections spokesperson Gabriel Chaclag refutes reports high profile inmate Raymond Dominguez d… https://t.co/kSFhrbPktq
5019,1719,2020-07-25,But Spain is on the #GreenList no need to quarantine! @LeoVaradkar &amp; @MichealMartinTD have no problem with this!!!!… https://t.co/a0kPtB9uzl
5020,24925,2020-07-25,"DOH-PH are now reported today, As of 4PM, July 25, 2020.
Philippines: 2,019 New Cases; Total now at 78,412. 20 New… https://t.co/FEnYrvbVUC"
5021,18185,2020-07-25,"I know that it is overdue that the govt take action on obesity, but does anyone else feel like they’re trying to pa… https://t.co/Aa41SfrOpg"
5022,4097,2020-07-25,"Health authorities in #Morocco confirmed 570 new #COVID19 cases Friday, raising the tally of infections in the Nort… https://t.co/DaCamSsoXn"
5023,12560,2020-07-25,"WORKERS ARE CRYING FOR HELP AT MEDUNSA
#COVID19 https://t.co/jWm1VF8Db5"
5024,9937,2020-07-25,"Health sector infrastructure in #Kashmir is in tatters. 
All hail the power hungry dynasts who ruled here for decad… https://t.co/QToVjUPw8d"
5025,13576,2020-07-25,Nice feature in ⁦@IrishTimes about our great ⁦@HSELive⁩ contact tracers where they describe how a quiet day is a fa… https://t.co/3TpGKhZfo4
5026,16830,2020-07-25,Is she asking for too much? Why really do we fail to adhere to simple rules that will make a big difference in the… https://t.co/YaLcC0EnOH
5027,14785,2020-07-25,"Really fascinating insight into how effective local actions &amp; partnerships, in this case in Hampshire, are in our… https://t.co/krDKf3QK71"
5028,14181,2020-07-25,@NicolaSturgeon are you saying Scotland has done well with #Covid19 globally or just compared with England?
5029,20157,2020-07-25,"#COVID19 India crosses 13-lakh mark

#CoronaVirus #COVID19India #CoronaPandemic #India #NarendraModi

Read More: https://t.co/eJBdIXWCe5"
5030,3512,2020-07-25,"🦠🇨🇳 COVID-19 Update (2020-05-30)

• Infected : 84570
• Suspected : 4
• Deaths : 4645 (5.5%)
• Recovered : 79806 (94… https://t.co/by32DCNQIz"
5031,18091,2020-07-25,"Politics is filled with hatred, corruption, nepotism and competition although fun. The world is tied down in this w… https://t.co/qpKbzYsA57"
5032,3347,2020-07-25,"Kejriwala said in the past one month, the number of Covid-19 cases in Delhi has gone down, deaths have reduced, rec… https://t.co/vT7rrYMT76"
5033,4486,2020-07-25,"Julie in her mask at the Sunshine Cafe.
East Street.
#streetphotography #COVID19 https://t.co/1MX2Sjirwj"
5034,24179,2020-07-25,Will the Alpine country be more open to ad-hoc employment following the #coronavirus pandemic? https://t.co/YVLc6qxwQc #covid19
5035,23329,2020-07-25,"IN the US, people get flu vaccines in the pharmacy. #COVID19 @BBCNews @scotgov"
5036,23576,2020-07-25,"You can also vote for me through Bank App.. 
ALL you have to do is to put my contestant number on the beneficiary :… https://t.co/TNhweXdwKg"
5037,16639,2020-07-25,"In Mizil 🇷🇴, 3⃣0⃣0⃣ kits of sanitary &amp; hygienic materials are ready to be distributed to vulnerable citizens. 
The… https://t.co/dGVkJzDEma"
5038,23163,2020-07-25,anti-HIV/AIDS drugs have transformed the disease from death sentence to a manageable chronic condition. 39 years la… https://t.co/Q6pF652boq
5039,23005,2020-07-25,Xavi Hernández announced that he has tested positive for #coronavirus and will leave work for a while.#COVID19 https://t.co/H1ernODeWe
5040,17760,2020-07-25,#Breaking : Hong Kong records fourth consecutive day of 100-plus new #Covid19  infections https://t.co/jAQT86KTa9
5041,7161,2020-07-25,My family packing list for #camping has been updated reflect the UK legislation on facemasks  #summerholidays… https://t.co/hu2bWTxf4g
5042,18821,2020-07-25,"Polluters want to use #COVID19 to kill climate ambition, but 3 powerful women @vonderleyen @Lagarde &amp; @Regsprecher… https://t.co/o2ynOImJT4"
5043,9350,2020-07-25,"Kurdistan morality patrol gives warning to a taxi driver for wearing a T-shirt instead of a long-sleeved shirt. 

T… https://t.co/3l9tZuSLs2"
5044,17720,2020-07-25,#sapsFS ⚠️Dealesville Police Station temporarily closed for #COVID19 decontamination. The Community Service Centre… https://t.co/v4rmrmrAys
5045,14107,2020-07-25,"#HappySaturday ! Be safe everyone!🔆
#WearADamnMask 
#COVID19 #coronavirus #COVIDIOT #CovidHoax (no) https://t.co/W9NBgksTiG"
5046,1923,2020-07-25,"One-third of COVID-19 patients who aren't hospitalized have long-term illness, CDC says #LongCovid #COVID19 #health https://t.co/lZh7KT49Jb"
5047,14249,2020-07-25,"@DrTedros @WHO When #COVID19 will be over, you and #China will be tried for #Crime against #humanity."
5048,8705,2020-07-25,"Would like to thank @LeoDiCaprio for drawing my portrait. I shall call this the Moona Lisa. Moo.

#moonalisa… https://t.co/dxWcRExOem"
5049,434,2020-07-25,"&amp; POWER HUNGRY TRUMP MAY SET UPON D WORLD' A 3RD WORLD WAR!
| #TrumpKillsFlorida | #Listen2Fauci | #PortlandProtest… https://t.co/pllMlXlZ4r"
5050,22815,2020-07-25,"@EssexPR @Rabberoonies Its how it is recorded, could contract symptoms 4 months ago, it is still a Covid death. Sam… https://t.co/syt1m8UOwt"
5051,20920,2020-07-25,The new normal #covid19 #shopping #wearamask https://t.co/EIrmUGWyLg https://t.co/lHGVubNRJG
5052,4742,2020-07-25,@TeamKnowhowUK @SonyUK @_alicebeer @TeamKnowhowUK very good.. NOT!! THIS TV WAS BOUGHT ON BLACK FRIDAY!!! #covid19… https://t.co/lYbRvnPJpw
5053,11856,2020-07-25,"LIVE TODAY WITH HUMA QURESHI! @humasqureshi 

Join us for a live on Insta @LedByFoundation at 7PM IST with Huma, th… https://t.co/TdahGAmUYO"
5054,8913,2020-07-25,"California went from bending the curve to a major coronavirus surge. What happened? 

READ MORE:… https://t.co/xstkA3tON1"
5055,9392,2020-07-25,"The #Covid19 Pandemic Has Escalated #DomesticViolence Worldwide
‘Pandemic Within A Pandemic’
#ShadowPandemic
Urgent… https://t.co/G075TMSS7W"
5056,17605,2020-07-25,My brilliant sister and family continue to boss being quarantined in an #Adelaide hotel room for 2 weeks without be… https://t.co/b8XURQmQLl
5057,14466,2020-07-25,@PplsCityCouncil It's reassuring to see #police NOT wearing riot gear. There's a notable lack of violence &amp; mayhem… https://t.co/J3eRalKN8F
5058,21025,2020-07-25,KIDS AND COVID: An 8-year-old boy is in a Miami-Dade children's hospital after being diagnosed with an illness rela… https://t.co/uGbx2avx25
5059,14294,2020-07-25,One of our responsibilities at NCDC is to scale-up capacity for #COVID19 diagnosis in Nigeria as we respond to the… https://t.co/8Y7g67iwQt
5060,23118,2020-07-25,Boris Johnson with the latest advice on Coronavirus #COVID19 https://t.co/vO9BKcEFke
5061,15959,2020-07-25,"#BANationalDisgrace #BAbetrayal #COVID19 
Corporate liar! Tell us you’re listening, so we’ll think you’re listening… https://t.co/x6D8u6TuF6"
5062,15081,2020-07-25,My boss and the Governor of Edo state @GovernorObaseki and his Deputy will officially kick off his campaign for his… https://t.co/n2kettf6oN
5063,19006,2020-07-25,Hon'ble @CMMadhyaPradesh  Shri @ChouhanShivraj Ji tested #COVID19 positive. Praying for his speedy recovery.
5064,12141,2020-07-25,"My Ink &amp; watercolours started in #lockdown &amp; help me refocus my #anxiety. They’re 24x35cm, £150 each, plus £5 p&amp;p,… https://t.co/U5ztt3Ol4F"
5065,6308,2020-07-25,good interview by @paulreiddublin on @TheBusinessRTE this morning ..'we (HSE) were at war with our stakeholders and… https://t.co/QwpPESytmt
5066,12723,2020-07-25,@DC_Ranchi @JharkhandCMO @HemantSorenJMM @MoHFW_INDIA @mygovindia @DDC_Ranchi @RanchiHealth @jharkhand181… https://t.co/Zz9VbqsKiX
5067,14929,2020-07-25,This from @Friedberg is essentially my school of thought on social distancing right now #covid19 https://t.co/F0unarKdjq
5068,6846,2020-07-25,"Don’t forget to include others in your joy. Share your moments with friends and family, from afar, and maintain soc… https://t.co/ej3KSiGDRj"
5069,9243,2020-07-25,"So ..thats your plan.. to figh immigration with #coronavirus  #COVID19 

Smells like Holocous.. ha?"
5070,10355,2020-07-25,"Don’t lie to the person who can save your life, ok? #covid19 https://t.co/SxchRS6QMQ"
5071,8919,2020-07-25,"@PokemonGoApp So excited for 10am that Sally &amp; I can't sleep! Fashion Show, here we come...
#PokemonGOFest2020… https://t.co/fHf7xGJE6U"
5072,15952,2020-07-25,"It's just the flu bro!

Viral loads of 14 respiratory viruses compared to SARS-CoV-2.

""m” represents the median an… https://t.co/NdQPAHHUYv"
5073,15804,2020-07-25,This is a significant day - lets keep it up! #COVID19 https://t.co/gIGxgmQC65
5074,20219,2020-07-25,"Compiled by Zaynab Oyedeji with agency reports

According to Johns Hopkins University data, about 15.7 people have… https://t.co/7DVfEhjhbX"
5075,21081,2020-07-25,⭐️It’s gym day!⭐️ Have you got everything in place? Are you ready? We supply branded signs that are very versatile!… https://t.co/reZsYB8MzZ
5076,6485,2020-07-25,"During the #covid19 pandemic, #universities did not close, they adapted! This EUA presentation provides an overview… https://t.co/doxjQNTpbd"
5077,19549,2020-07-25,@SushilModi Are you a moron or what? Is this the time to play politics or blaming others for your failure? Ridiculo… https://t.co/QtF8zO92YR
5078,6380,2020-07-25,"Hey, #COVIDIOTS, again and again: go Sweden! #COVID19 https://t.co/gTbUZhB1fM"
5079,7025,2020-07-25,"#COVID19 containment measures, such as #lockdown, school closures &amp; channelling resources towards emergency service… https://t.co/kB89OowIaY"
5080,4668,2020-07-25,St. Lucia has no active cases of the novel coronavirus disease/COVID-19. #COVID19
5081,15181,2020-07-25,"#COVID19 Report Mismatch: Contradicting Swab Reports By #Odisha Govt &amp; Pvt Labs Raise Concerns 

https://t.co/1FVqhQr1iy"
5082,4634,2020-07-25,"8 new cases in Finland 

[10:15 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic"
5083,12813,2020-07-25,Show us the masks! #covid19 https://t.co/FfG2TdRDul
5084,18947,2020-07-25,This is #Trump's Pandemic. #COVID19
5085,20533,2020-07-25,"For the first time, a record number of more than 4,20,000 #COVID19 tests conducted in a single day. With 4,20,898 s… https://t.co/0WHA8R6Zf2"
5086,18863,2020-07-25,"@GreatLakesPeck Herd immunity will not work, if the immunity is not permanent and this seems to be the case with… https://t.co/oq0cHKEx0Q"
5087,20132,2020-07-25,"""Ethiopian Civil Aviation Authority announced that  Dubai, Turkey, Qatar, Egypt, Sudan, Kenya and Djibouti  airline… https://t.co/IG5pBTxLPD"
5088,12258,2020-07-25,Listening to @paulreiddublin on @TheBusinessRTE talk about high infection rates in healthcare workers If you contra… https://t.co/KyYkZDoczH
5089,378,2020-07-25,#Indian pharma major #Cipla on Friday said that the Drug Controller General of #India (#DCGI) has granted it regula… https://t.co/VsBFaXcEx9
5090,9408,2020-07-25,"If you're in touch with your family, take a second to call and check in. 👪

#COVID19 #COVID19Kindness"
5091,22059,2020-07-25,"~100K #covid19 cases in #india in last 2 days; 
#MIT prediction: 100K cases/day/by july end

@ICMRDELHI @DataGuyRedux @PMOIndia"
5092,6005,2020-07-25,#contacttracing essential aspect in #COVID19 public health @jeannevon @DrMelCorbally @RobertW001 https://t.co/kxFynkLFdt
5093,3809,2020-07-25,"So, there you go! If you really want to protect yourself from #COVID19, stop obsessing about face masks and lose we… https://t.co/HvIq0meOGm"
5094,19749,2020-07-25,#GDPR and #COVID19 &gt;&gt; The Importance of Data #Privacy &gt;&gt; Check It Out &gt;&gt; The @CorixPartners Cyber Security Transfor… https://t.co/OKlvb4qp1w
5095,16236,2020-07-25,Jharkhand state government has decided to impose jail term up to 2 years and fine of up to Rs 1 lakh for violating… https://t.co/2eCLo72p16
5096,15397,2020-07-25,Invest now in stopping tropical deforestation and controlling the wild meat trade to avoid the astronomic costs of… https://t.co/48Jrl6LuUI
5097,20689,2020-07-25,"@FearIsNotPanic I don't think it was a NIMBY thing, I think there was good reasoning behind it. Hospital ships are… https://t.co/46j72koehP"
5098,20433,2020-07-25,"According to sources,  Tamil Nadu government would adhere to the guidelines issued by the Centre for Independence d… https://t.co/hjbYkKCLwA"
5099,20460,2020-07-25,This rise comes in line with the decline of COVID19 outbreak curve and the gradual ease down of lockdown restrictio… https://t.co/5m9dgwWxTa
5100,14188,2020-07-25,"@MeharAd4757 @KhaOmm @ImranKhanPTI Acha really GDP went from 5.8% in 2018 to 1.9% in 2019 &amp; -0.4% in 2020!
2m jobs… https://t.co/wpZXXc18jR"
5101,9487,2020-07-25,"no, that's the best name #ChinaVirus #Corona #COVID19 https://t.co/j9uVPZJMJC"
5102,7048,2020-07-25,#JenburktPharmaceuticals second in India to launch #Favipiravir (FaviventTM) to fight #COVID19… https://t.co/UhZfmVNTK8
5103,2715,2020-07-25,@bestjnr_sa the baddest . #FYP #homepage #COVID19 #amapianolover https://t.co/2EcP3t7x8M
5104,14318,2020-07-25,Prime Minister @narendramodi to hold a virtual meeting with the chief ministers of all the states on July 27 to dis… https://t.co/Ka9orP9VdU
5105,14344,2020-07-25,"During the last 24 hours there has been record rise of 196 #COVID19 cases in Cachar, #Silchar #Assam . Of them 37 a… https://t.co/eXuQu7dKqd"
5106,10768,2020-07-25,"Please be safe out there. Don't let covid fatigue put you in a compromising position. 
.
.
.
.… https://t.co/PC9HRuWTfO"
5107,16272,2020-07-25,"#ShivrajSinghChouhan tested positive for #COVID19 
  🤫🤫😰😰😰Karma Karma karma karma karma karma..is tooooo Much Impor… https://t.co/m7SJay11w3"
5108,10438,2020-07-25,"🎥My conversation with @DimitriBatrouni , Labour Group leader on Monmouthshire CC - on the @WelshGovernment response… https://t.co/YVOtutmabp"
5109,25083,2020-07-25,"D A L L A S. 🌃 
•
Was amazing and full of memories❤️
#YouTube #Dallas #Texas #COVID19 #vacation #SummerVacation… https://t.co/ckb7o86Y04"
5110,10428,2020-07-25,@TimesNow Why Shocking - much better Request @iitmadras @iitbombay @IITKgp @iitdelhi to project TRUTHFUL #SWOT anal… https://t.co/nJHTp1qmEb
5111,6601,2020-07-25,"@toadmeister WHO are credible, Johnson &amp; similar smart arses are not, Mr Young. Its about why advice changes not ho… https://t.co/u265McXCVT"
5112,23734,2020-07-25,"#AmericasGreatestMistake 
➡️Before 2016: #Vietnam?
➡️Now: Electing #Trump❗

#COVID #COVID19 #DumpTrump… https://t.co/vN31vtaWfj"
5113,911,2020-07-25,"The purpose of these interventions is to make the economy rise again, because people are facing financial crisis du… https://t.co/Gg8Xt0eeHU"
5114,13893,2020-07-25,#BJP Madhya Pradesh CM Shivraj Singh Chouhan says he has tested #COVID19 positive
5115,9091,2020-07-25,#photos : Fully loaded commercial bus amidst #COVID19 pandemic on Iwo Road-Idi Ape Area Ibadan this morning. If you… https://t.co/fACj0BHFQR
5116,5283,2020-07-25,"‘The entire world will be forever changed by #COVID19, but women in particular are facing significant challenges at… https://t.co/TkUliGrAz3"
5117,18482,2020-07-25,"Queue outside my local #gym. Keen people for a good #workout after #COVID19 lockdown. 
I was impressed with the dis… https://t.co/WQ8d6FNkuK"
5118,9766,2020-07-25,"India took 109 days to reach the first one lakh cases (Jan 30 to 18 May)

Then it took 49 days to reach (18 May to… https://t.co/i8tHtN5gwB"
5119,21354,2020-07-25,she has principles - a true role model for young people (and all) #COVID19 @GretaThunberg https://t.co/5DcsLgWpU7
5120,3259,2020-07-25,I risked my first #Costa this morning. I’ll let you know if I’m still #COVID19 free on Monday! 😳
5121,7200,2020-07-25,They keep drip feeding #Covid19 vaccine news so that people remain hopeful and not rebellious.
5122,13738,2020-07-25,"Self-harm is when someone hurts themselves in order to try to cope with a range of emotions. 

If you’re worried ab… https://t.co/cSdE7x84Qp"
5123,3079,2020-07-25,"Damn i prepaid for this bbw strip party tonight but after seeing @SIYA got #COVID19 , and me being 39 n over 400lbs… https://t.co/2Js3xA6Y3N"
5124,11212,2020-07-25,"True. The scientific reaearch published by WHO into the efficacy of facemasks hasn't changed since April.

The only… https://t.co/9LRyzfiZzf"
5125,13914,2020-07-25,"@phillyabbey1 @_MLuqman_ @Keds1250878727 @BenJealous @reneritchie And there it is
The $64K no one is asking...
Why?… https://t.co/kWYSMAim60"
5126,21959,2020-07-25,"@Kellywillyard If you are just now trying to figure out what to do with your kids this fall, you are late to the pa… https://t.co/g13c5pqx7v"
5127,6612,2020-07-25,"Having a medical degree, he saw #COVID19 through the lens of a Doctor. #CoronaVirusUpdates #CoronavirusPandemic https://t.co/2eNiQ24F7h"
5128,24507,2020-07-25,"The #UAE has been a model for humanitarian and charitable work. Till today, it has sent more than 1132 tons of aid… https://t.co/CaF2uereWf"
5129,3663,2020-07-25,Wow!! Prayers for my home state! #COVID19 https://t.co/eA9alATrel
5130,22595,2020-07-25,"Shivraj Singh Chouhan Tests Positive for Covid-19
#ShivrajSinghChouhan #COVID19 #coronavirus #CoronavirusPandemic… https://t.co/cfrXkE9Y1X"
5131,12789,2020-07-25,"Waiting again.
The Covid Carrier Bag, Map 2
#covid19 #art #contemporaryart #drawing https://t.co/ad2VHb4MGS https://t.co/i6HSixrZ5o"
5132,16586,2020-07-25,"No Tests = No Cases

🇨🇦 Pop 37.7M
Tests 3,942,061 or 98,442/1M

#COVID19 cases are edging upward across 🇨🇦 due to t… https://t.co/1OKAdAVB6d"
5133,16981,2020-07-25,Deputy Controller Dr Paison Dakulala has announced seven new cases of COVID-19 confirmed within the last 24 hours i… https://t.co/moyobYKU36
5134,6557,2020-07-25,COVID-19: Updates for the US #covid19 https://t.co/OhbocpE2hU
5135,17862,2020-07-25,Love to everyone streaming more music otw ima post some snippets #TheKissingBooth2 #starboy #starboi #COVID19… https://t.co/GFwVe9tSg9
5136,16586,2020-07-25,"🌎World 15,961,091 cases #COVID19. Closed 10,400,129
Dead(D)643,118(6%)/Recovered(R)9,757,011(94%)

🇨🇦Canada 113,206… https://t.co/UBAwc4V5Xe"
5137,1234,2020-07-25,"@MadFckingWitch @BorisJohnson If he ""didn't understand"" #COVID19 a the start of the pandemic, it might have been be… https://t.co/aroPbuWusE"
5138,14194,2020-07-25,"#India's #Covid19 case fatality rate drops to 2.38%; recovery rate rises to 63.3%.
#BJP
#NAMO
#IndiaFightsCorona… https://t.co/Ivhpj9u0MX"
5139,8833,2020-07-25,"@sxywu STORY TELLING &amp; Viz subthread here !
@SCMPgraphics have been doing a wonderful work at the intersection of… https://t.co/dYbccYkeqF"
5140,20838,2020-07-25,"@SebWillis3 @ben_benjamin3 @HallieRubenhold That's not clear-cut: parents who brought their children back,  special… https://t.co/YD1KbJKvK1"
5141,5892,2020-07-25,#Dying of a broken heart: the pain of #carehome deaths. A personal reflection. ⁦@scottishcare⁩ #Covid19 #dementia  https://t.co/qynktV7vfN
5142,19135,2020-07-25,@SkyNews Very sad but the reality is these deaths were not the result of #coronavirus they died of underlying healt… https://t.co/syao07oB52
5143,7276,2020-07-25,"Today's update on COVID 19

Test-10,446
Total Test- 11,1480

#COVID19 #death #pandemic #coronavirus #DGHS #health… https://t.co/sfWiNrg9ss"
5144,8000,2020-07-25,"10 of the 12 confirmed #COVID19 cases found in #Dalian are staff from a local seafood company, Dalian authorities s… https://t.co/zGOv9MBAYm"
5145,10840,2020-07-25,"Wonderful opportunity and sharing our best practices at Ness at this webinar.

#LifeAtNess #learning #training… https://t.co/nZD43pyzUm"
5146,24217,2020-07-25,"Total confirmed  15,746,452  Global Deaths
639,900 #coronavirus #covid19 #C19"
5147,22405,2020-07-25,@DSGovernment Greatest news of the of the year on #covid19. A big thanks to God Almighty who made this happened and… https://t.co/yQID92Wuam
5148,6512,2020-07-25,"“You intended to harm me, but God intended it all for good. He brought me to this position so I could save the live… https://t.co/lslqqWHWya"
5149,7634,2020-07-25,"@GeorgeMonbiot Then exercise your human rights to stay well clear of my face.
#facemasks #COVID19 #coronavirus #facecoverings #muzzles"
5150,22220,2020-07-25,Fabulous: drug created for asthma and lung disease turns out to be a game changer for people suffering COVID-19. An… https://t.co/AZAm71uNoN
5151,24766,2020-07-25,"@ProfKarolSikora Sorry to put a damper on your well needed break. 

Please make sure you responsibly socially dista… https://t.co/EsBHf6G4UI"
5152,6745,2020-07-25,"Hello @DavidLammy!
Listening to you on @LBC from Spain.
It has been terrifying to watch how the Boris Johnson gover… https://t.co/DbUXINANiO"
5153,15712,2020-07-25,@chapman020 It hasn’t crossed anyone’s minds that the reason for #COVID19 spikes in Luton / Leicester is that’s whe… https://t.co/DmxpWiLblg
5154,24136,2020-07-25,"I wish you met them at the farm to Empower them how to improve productivity 

At that point improved their enterpre… https://t.co/BDUbahqHV7"
5155,3581,2020-07-25,"Please what did you see 🤔
I'm confused here 

#alreadyvideo #COVID19 #TheKissingBooth2 #carryminati https://t.co/FhEdJZYiZH"
5156,5076,2020-07-25,When you’re in an Aldi shopping aisle without a mask and someone with a ridiculous facecovering is walking towards… https://t.co/1uQFPq9FrW
5157,8118,2020-07-25,"@realDonaldTrump ... Did you KNOW?? 

#KokoTheGorilla
#CognitiveTest 
#TrumpIsATrunt 
#Covid_19 
#Covid19 https://t.co/AuDcPQmYfs"
5158,21513,2020-07-25,Assembly session resumes in open space at Puducherry Legislative Assembly campus after the Kadirgamam Legislator te… https://t.co/dPFxfIe371
5159,8502,2020-07-25,"To cut the long story short
👇👇👇👇👇👇👇👇👇👇
#EnoughIsEnough #alreadyvideo #SouthernKadunaMassacre #COVID19 https://t.co/bq0meYUm26"
5160,13221,2020-07-25,Trump and Pompeo can’t even deal with their weight problem. How can they lead the US and deal with Coronavirus pand… https://t.co/ktzwf1CTfK
5161,7477,2020-07-25,"""Fred Hollows had incredible hope in the generosity of Australians,"" says @DoctorKarl. Join him in pledging solidar… https://t.co/zvQJmQkU34"
5162,7658,2020-07-25,We are going back to work soon.  We all  need a little motivation. As scary as it will be having to step out to the… https://t.co/yzVaBEhmJe
5163,479,2020-07-25,@michael_delizo Bureau of Corrections spokesperson Gabriel Chaclag refutes reports high profile inmate Raymond Domi… https://t.co/gkQ9dW6sau
5164,2090,2020-07-25,There are now more ‘I Miss You’ hearts available in my #etsyshop Send a smile and hug to someone you haven’t seen f… https://t.co/AkIljrSPyy
5165,5823,2020-07-25,AN URGENT CALL FOR CYRIL RAMAPHOSA TO STEP DOWN - Sign the Petition! https://t.co/9WNYRIbzcS via @UKChange… https://t.co/7tnOdnaL5q
5166,11544,2020-07-25,"The oppressors, we are tired, Enough is Enough #alreadyvideo #SouthernKadunaMassacre #BBNaija #COVID19 https://t.co/X2q58F7JK7"
5167,20876,2020-07-25,"I can’t believe it,someone has just had a go at me for walking my dog without a mask. 
I said everytime the dog sha… https://t.co/kHTBpIiwnh"
5168,11640,2020-07-25,"TRACK OUT NOW !! 
Happy and proud to share my new hit🔥❤
Check it out on https://t.co/50vOIz3O1p 

#hiphop #artist… https://t.co/uiXEbVXOXX"
5169,1015,2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/26P74OqpaN"
5170,15527,2020-07-25,"Cabinet Secretary reviews the management of #COVID19 in 9 States with a high active caseload

Advises Telangana, An… https://t.co/Ywa8I9mAM8"
5171,12523,2020-07-25,"#COVID19 Did you know, @LBRUT are hosting #free webinars for businesses? https://t.co/kIQdgxN3FC
#Health #Beauty… https://t.co/OS4ewDMH4K"
5172,25173,2020-07-25,@DC_Ranchi @JharkhandCMO @HemantSorenJMM @MoHFW_INDIA @mygovindia @BannaGupta76 @DDC_Ranchi @prdjharkhand… https://t.co/JWP9qpraMj
5173,17697,2020-07-25,@DHSCgovuk @IpsosMORI @imperialcollege @NHSuk doing my bit for research this morning. Taken my test and now waiting… https://t.co/egdU3eKQDH
5174,14251,2020-07-25,"Hatutachoka kukukumbusha ukeep safe, wear your mask properly, maintain social distance.
#coronaisreal
 Frequently w… https://t.co/xjivPuBHcx"
5175,16446,2020-07-25,Webinar Notice 27 July 10 am onwards: Research in #publichealth: Optional or Essential @msai_india @thePHFI… https://t.co/GJHPE3YoQs
5176,1590,2020-07-25,"#facemaskwatch @waitrose Meanwood - Customers 100% Staff 90% 👍
#facemasks #COVID19 #Covid19UK"
5177,307,2020-07-25,@WillowWyse @GOVUK Getting #CoronaVirus #Covid19 can be a death sentence under nature... #WearADamnMask 😷
5178,14194,2020-07-25,"More than 1.5 crore #Covid19 samples tested so far: #Govt.
#BJP
#NAMO
#IndiaFightsCorona
https://t.co/6mNH8lcksR

v… https://t.co/EWcKGngeJA"
5179,14288,2020-07-25,"#COVID19 #CoronaUpdate #StayAtHome #DGHS #DhakaLive online briefing 25 J... https://t.co/iwvnpjz2BK via @YouTube 

#Covid_19 #coronavaccine"
5180,5434,2020-07-25,'It feels like it's over': Psychology prof explains rise in COVID-19 among young people | #Covid19 #psychology | https://t.co/peSMeDNmxY
5181,8843,2020-07-25,"GlobalGoalsUN: From the #COVID19 pandemic to the climate crisis, the UN has been at the forefront of finding soluti… https://t.co/MJUeZDgPfh"
5182,11950,2020-07-25,"Yes! Back again, tonight @BBCRadio2 For everyone, join me for my #SoundsofSummer from 8 till 9pm More  love LR… https://t.co/eaNlap71Yo"
5183,15170,2020-07-25,"The Philippine foreign service posts today reported 31 new confirmed #COVID19 cases in the Americas, Asia and the P… https://t.co/Y2xKsrJ7sf"
5184,2548,2020-07-25,"#Bangladesh #COVID19 Update.
#coronavirus https://t.co/KaigkpWk86"
5185,23827,2020-07-25,Paired nasal and deep lung samples from critically ill #COVID19 patients show they have way more virus deep in thei… https://t.co/P8HSzvS0NG
5186,622,2020-07-25,Coronavirus - Rwanda: COVID-19 update (24 July 2020) @RwandaHealth @MoetiTshidi @WHOAFRO @DrTedros @WHO #Africa… https://t.co/LCy7VrYrVZ
5187,16313,2020-07-25,"In letter to UP CM Yogi Adityanath, Congress leader Priyanka Gandhi Vadra says amid 'explosive' rise in #COVID19 ca… https://t.co/qPJJtQhmQS"
5188,9106,2020-07-25,"Over 10 000 health workers in Africa infected with COVID-19 https://t.co/zb2dmNXppU via @YourHealthNg
#COVID19 #WHO… https://t.co/vcBlbgvYYW"
5189,11110,2020-07-25,"@SethAbramson Now imagine sending MILLIONS OF CHILDREN TO SCHOOL for 7 hours a day, 5 days a week, and possibly exp… https://t.co/0IIBlInafs"
5190,10396,2020-07-25,"Mounting evidence shows #masks may help avoid severe illness, even if you get #COVID19

https://t.co/V2N1V9szqE"
5191,14491,2020-07-25,"Hand sanitizer, cleaning wipes, masks, gloves, and paper towels: How will #COVID19 impact back-to-school shopping?… https://t.co/Y87CWEesbQ"
5192,14725,2020-07-25,"#COVID19 #COVID19inSA Follow us for this and more...
Governments losing support for their handling of COVID-19: sur… https://t.co/wuV1j4R6QB"
5193,25050,2020-07-25,Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/SKVcFlZAEe #findyourthing… https://t.co/Wlobn9P35V
5194,1980,2020-07-25,#Trump: #China trade deal means “Much Less to Me” after #COVID19 https://t.co/X4VQo9pkfZ https://t.co/JOZfjTK6HH
5195,4688,2020-07-25,"~ Lend a Helping Hand, #TogetherWeCan ~

An opportunity to make a difference in the lives of the #migrantworkers.… https://t.co/PTSvIosonh"
5196,7056,2020-07-25,#Weekendreads | Managing #Agricultural Supply Chain https://t.co/YKA6UJpoD6 | #technology #technews #AI #ML #RPA… https://t.co/wxO5u8eO0V
5197,14383,2020-07-25,"#Airborne or not, the best way to stay safe is by limiting large gatherings, practicing hand hygiene, safe distanci… https://t.co/ABVNXUz7Rk"
5198,19752,2020-07-25,"1/3
@EduMinKenya cannot soley rely on @MOH_Kenya data,that does to clarify
1. the level of health risk children wit… https://t.co/Nfdxma1NlL"
